qt,official-resources,https://www.qt.io, - The official website for the Qt framework.
qt,official-resources,https://doc.qt.io, - Official Qt documentation.  Massive and comprehensive.
qt,official-resources,https://www.qt.io/newsletters," - The best of Qt, straight to your spam filter."
qt,official-resources,https://bugreports.qt.io," - If you think you've found a bug with Qt or one of its related projects, report it here (or see if someone else already has)."
qt,official-resources,https://codereview.qt-project.org, - See how the Qt maintainers ensure their code is well-written.
qt,official-resources,https://code.qt.io, - Browse the various source trees that comprise the Qt project.  Has mirrors at several GitHub organizations:
qt,official-resources,https://github.com/qt,Qt 
qt,official-resources,https://github.com/qtproject,Qt Project 
qt,official-resources,https://github.com/qt-labs,Qt Labs 
qt,books,https://www.packtpub.com/application-development/qt5-c-gui-programming-cookbook,", by "
qt,books,https://www.packtpub.com/game-development/game-programming-using-qt, by Witold Wysota and Lorenz Haas - Good place to start learning how to program games with QML.
qt,books,https://www.packtpub.com/application-development/application-development-qt-creator-second-edition,", by "
qt,books,https://www.packtpub.com/application-development/qt-5-blueprints,", by "
qt,books,https://www.packtpub.com/application-development/mastering-qt-5,", by "
qt,books,https://www.packtpub.com/application-development/pyside-gui-application-development-second-edition,", by Gopinath Jaganmohan and Venkateshwaran Loganathan - Imagine these other books, but in Python."
qt,books,https://qmlbook.github.io, 
qt,official-tools,https://www.qt.io/ide, 
qt,official-tools,https://doc.qt.io/qt-5/qtdesigner-manual.html, 
qt,official-tools,https://doc.qt.io/qt-5/qtassistant-index.html, 
qt,official-tools,https://doc.qt.io/archives/vs-addin, 
qt,official-tools,https://doc.qt.io/qt-5/qtlinguist-index.html, 
qt,official-tools,https://doc.qt.io/qtinstallerframework, 
qt,official-tools,https://doc.qt.io/qt-5/osx-deployment.html, 
qt,official-tools,https://doc.qt.io/qt-5/qmake-manual.html, 
qt,official-tools,https://doc.qt.io/qbs, 
qt,official-tools,https://doc.qt.io/emulator, - Don't forget about Qt's mobile support!
qt,official-tools,https://github.com/qt/qttools/tree/dev/src/qtdiag, 
qt,official-tools,https://github.com/qt/qtdeclarative/tree/dev/tools/qmleasing, 
qt,integrations,https://xiangxw.github.io/mupdf-qt, 
qt,integrations,https://github.com/lucaspcamargo/neiasound, 
qt,integrations,http://pythonqt.sourceforge.net, 
qt,integrations,https://riverbankcomputing.com/software/qscintilla, 
qt,integrations,https://github.com/gamecreature/QtAwesome, 
qt,integrations,http://www.nongnu.org/libqtlua, 
qt,integrations,https://github.com/cybercatalyst/qtruby, 
qt,integrations,http://quazip.sourceforge.net, 
qt,integrations,https://vlc-qt.tano.si, 
